primary_label,filename,rating,latitude,longitude,file_path,class_name,duration
amakin1,amakin1/XC591955.ogg,4.0,-4.2889,-70.2948,birdclef-2025/train_audio/amakin1/XC591955.ogg,Aves,11.568
amakin1,amakin1/XC618025.ogg,4.0,18.4157,-95.1019,birdclef-2025/train_audio/amakin1/XC618025.ogg,Aves,15.216
amakin1,amakin1/XC631866.ogg,4.0,-16.6003,-49.2802,birdclef-2025/train_audio/amakin1/XC631866.ogg,Aves,8.8555
amakin1,amakin1/XC639261.ogg,5.0,1.4898,-75.6801,birdclef-2025/train_audio/amakin1/XC639261.ogg,Aves,7.0269375
amakin1,amakin1/XC639266.ogg,5.0,1.4898,-75.6801,birdclef-2025/train_audio/amakin1/XC639266.ogg,Aves,18.4424375
amakin1,amakin1/XC646803.ogg,4.0,-9.8112,-50.1683,birdclef-2025/train_audio/amakin1/XC646803.ogg,Aves,6.66121875
amakin1,amakin1/XC654346.ogg,4.0,-16.7546,-56.8813,birdclef-2025/train_audio/amakin1/XC654346.ogg,Aves,7.99346875
amakin1,amakin1/XC659549.ogg,5.0,-14.134,-47.514,birdclef-2025/train_audio/amakin1/XC659549.ogg,Aves,8.424
amakin1,amakin1/XC66012.ogg,4.0,8.9498,-68.0831,birdclef-2025/train_audio/amakin1/XC66012.ogg,Aves,9.79590625
amakin1,amakin1/XC716320.ogg,5.0,-33.069,-60.8206,birdclef-2025/train_audio/amakin1/XC716320.ogg,Aves,8.3330625
amakin1,amakin1/XC732847.ogg,4.5,-14.625,-49.0051,birdclef-2025/train_audio/amakin1/XC732847.ogg,Aves,8.933
amakin1,amakin1/XC741063.ogg,4.5,-16.0538,-49.604,birdclef-2025/train_audio/amakin1/XC741063.ogg,Aves,4.5191875
amakin1,amakin1/XC745512.ogg,4.5,-17.7396,-48.6279,birdclef-2025/train_audio/amakin1/XC745512.ogg,Aves,16.613875
amakin1,amakin1/XC769595.ogg,5.0,-6.3776,-47.4047,birdclef-2025/train_audio/amakin1/XC769595.ogg,Aves,7.7845
amakin1,amakin1/XC817237.ogg,4.5,-6.3776,-47.4047,birdclef-2025/train_audio/amakin1/XC817237.ogg,Aves,8.986
amakin1,amakin1/XC84990.ogg,4.0,-13.9267,-38.9654,birdclef-2025/train_audio/amakin1/XC84990.ogg,Aves,5.2245
amakin1,amakin1/XC85473.ogg,4.0,-23.5684,-45.3026,birdclef-2025/train_audio/amakin1/XC85473.ogg,Aves,6.87021875
amakin1,amakin1/XC934323.ogg,4.0,-16.6003,-49.2802,birdclef-2025/train_audio/amakin1/XC934323.ogg,Aves,5.537
amakin1,amakin1/XC939547.ogg,5.0,1.4022,-60.9869,birdclef-2025/train_audio/amakin1/XC939547.ogg,Aves,7.706
amekes,amekes/XC127418.ogg,4.0,-33.214,-70.9456,birdclef-2025/train_audio/amekes/XC127418.ogg,Aves,13.776
amekes,amekes/XC147272.ogg,5.0,32.6287,-116.923,birdclef-2025/train_audio/amekes/XC147272.ogg,Aves,6.24
amekes,amekes/XC16111.ogg,4.0,-16.9334,-66.8667,birdclef-2025/train_audio/amekes/XC16111.ogg,Aves,7.1053125
amekes,amekes/XC213165.ogg,4.0,19.8334,-70.7599,birdclef-2025/train_audio/amekes/XC213165.ogg,Aves,11.52
amekes,amekes/XC214257.ogg,4.0,19.8334,-70.7599,birdclef-2025/train_audio/amekes/XC214257.ogg,Aves,11.18040625
amekes,amekes/XC214259.ogg,4.0,19.8334,-70.7599,birdclef-2025/train_audio/amekes/XC214259.ogg,Aves,11.31103125
amekes,amekes/XC216657.ogg,4.0,39.1203,-108.7318,birdclef-2025/train_audio/amekes/XC216657.ogg,Aves,17.3975625
amekes,amekes/XC253328.ogg,5.0,41.2432,-111.1604,birdclef-2025/train_audio/amekes/XC253328.ogg,Aves,12.0
amekes,amekes/XC297550.ogg,4.0,29.3728,-103.4782,birdclef-2025/train_audio/amekes/XC297550.ogg,Aves,17.58040625
amekes,amekes/XC308302.ogg,5.0,13.3676,-86.9282,birdclef-2025/train_audio/amekes/XC308302.ogg,Aves,9.84815625
amekes,amekes/XC362209.ogg,4.0,36.6822,-121.2087,birdclef-2025/train_audio/amekes/XC362209.ogg,Aves,4.248
amekes,amekes/XC418891.ogg,4.0,-21.0944,-52.4465,birdclef-2025/train_audio/amekes/XC418891.ogg,Aves,17.4
amekes,amekes/XC418893.ogg,4.0,-21.0944,-52.4465,birdclef-2025/train_audio/amekes/XC418893.ogg,Aves,19.224
amekes,amekes/XC419402.ogg,5.0,-33.6876,-70.91,birdclef-2025/train_audio/amekes/XC419402.ogg,Aves,15.12490625
amekes,amekes/XC420472.ogg,5.0,39.5696,-119.6918,birdclef-2025/train_audio/amekes/XC420472.ogg,Aves,7.656
amekes,amekes/XC421160.ogg,4.0,-23.7976,-48.5928,birdclef-2025/train_audio/amekes/XC421160.ogg,Aves,3.50040625
amekes,amekes/XC426298.ogg,5.0,42.6284,-70.6479,birdclef-2025/train_audio/amekes/XC426298.ogg,Aves,6.552
amekes,amekes/XC431030.ogg,4.0,-29.0066,-50.8079,birdclef-2025/train_audio/amekes/XC431030.ogg,Aves,11.04
amekes,amekes/XC438159.ogg,4.0,-32.8346,-65.9636,birdclef-2025/train_audio/amekes/XC438159.ogg,Aves,14.23675
amekes,amekes/XC443812.ogg,4.0,33.077,-97.0066,birdclef-2025/train_audio/amekes/XC443812.ogg,Aves,15.30775
amekes,amekes/XC449552.ogg,4.0,32.5573,-117.0767,birdclef-2025/train_audio/amekes/XC449552.ogg,Aves,6.864
amekes,amekes/XC451207.ogg,5.0,32.8814,-116.4632,birdclef-2025/train_audio/amekes/XC451207.ogg,Aves,15.912
amekes,amekes/XC451253.ogg,5.0,32.5593,-117.0928,birdclef-2025/train_audio/amekes/XC451253.ogg,Aves,5.424
amekes,amekes/XC452613.ogg,4.0,29.6689,-96.2668,birdclef-2025/train_audio/amekes/XC452613.ogg,Aves,5.424
amekes,amekes/XC466164.ogg,4.0,23.0477,-109.697,birdclef-2025/train_audio/amekes/XC466164.ogg,Aves,6.73959375
amekes,amekes/XC51475.ogg,4.0,-34.2342,-58.8861,birdclef-2025/train_audio/amekes/XC51475.ogg,Aves,10.00490625
amekes,amekes/XC570888.ogg,5.0,4.351,-74.652,birdclef-2025/train_audio/amekes/XC570888.ogg,Aves,8.112
amekes,amekes/XC593310.ogg,4.0,37.9147,-122.2016,birdclef-2025/train_audio/amekes/XC593310.ogg,Aves,12.46040625
amekes,amekes/XC610529.ogg,4.0,17.0873,-96.7845,birdclef-2025/train_audio/amekes/XC610529.ogg,Aves,2.95184375
amekes,amekes/XC659917.ogg,4.0,25.3293,-100.8531,birdclef-2025/train_audio/amekes/XC659917.ogg,Aves,4.224
amekes,amekes/XC674589.ogg,4.0,-14.625,-49.0051,birdclef-2025/train_audio/amekes/XC674589.ogg,Aves,14.210625
amekes,amekes/XC681907.ogg,5.0,-41.8263,-73.5265,birdclef-2025/train_audio/amekes/XC681907.ogg,Aves,18.552
amekes,amekes/XC728900.ogg,4.0,37.4811,-117.9065,birdclef-2025/train_audio/amekes/XC728900.ogg,Aves,5.0155
amekes,amekes/XC742842.ogg,4.0,49.2959,-119.525,birdclef-2025/train_audio/amekes/XC742842.ogg,Aves,15.528
amekes,amekes/XC755382.ogg,4.0,-12.0954,-76.9947,birdclef-2025/train_audio/amekes/XC755382.ogg,Aves,19.8530625
amekes,amekes/XC757885.ogg,4.0,27.4581,-81.4497,birdclef-2025/train_audio/amekes/XC757885.ogg,Aves,18.144
amekes,amekes/XC779660.ogg,5.0,60.6096,-135.0325,birdclef-2025/train_audio/amekes/XC779660.ogg,Aves,15.3405625
amekes,amekes/XC779900.ogg,4.0,39.0073,-122.1915,birdclef-2025/train_audio/amekes/XC779900.ogg,Aves,6.96
amekes,amekes/XC860290.ogg,4.0,38.9124,-76.9404,birdclef-2025/train_audio/amekes/XC860290.ogg,Aves,9.62740625
amekes,amekes/XC877035.ogg,5.0,46.6993,-114.0433,birdclef-2025/train_audio/amekes/XC877035.ogg,Aves,19.83190625
amekes,amekes/XC879311.ogg,4.0,-19.5723,-56.2539,birdclef-2025/train_audio/amekes/XC879311.ogg,Aves,10.97846875
amekes,amekes/XC946094.ogg,4.0,3.5026,-76.3552,birdclef-2025/train_audio/amekes/XC946094.ogg,Aves,17.34103125
amekes,amekes/XC946095.ogg,4.0,3.5026,-76.3552,birdclef-2025/train_audio/amekes/XC946095.ogg,Aves,3.00315625
amekes,amekes/XC956570.ogg,4.0,-22.9048,-43.1028,birdclef-2025/train_audio/amekes/XC956570.ogg,Aves,12.024
amekes,amekes/XC957834.ogg,4.0,-27.4688,-55.7915,birdclef-2025/train_audio/amekes/XC957834.ogg,Aves,10.296
anhing,anhing/XC130395.ogg,4.0,28.1918,-82.7214,birdclef-2025/train_audio/anhing/XC130395.ogg,Aves,10.29225
anhing,anhing/XC130401.ogg,4.0,25.7551,-80.7664,birdclef-2025/train_audio/anhing/XC130401.ogg,Aves,16.97959375
anhing,anhing/XC139948.ogg,4.0,28.2267,-80.7645,birdclef-2025/train_audio/anhing/XC139948.ogg,Aves,11.28
anhing,anhing/XC150212.ogg,4.0,28.5785,-80.9961,birdclef-2025/train_audio/anhing/XC150212.ogg,Aves,12.432
anhing,anhing/XC160905.ogg,4.0,28.2267,-80.7645,birdclef-2025/train_audio/anhing/XC160905.ogg,Aves,13.056
anhing,anhing/XC166158.ogg,4.0,9.89,-83.654,birdclef-2025/train_audio/anhing/XC166158.ogg,Aves,19.40896875
anhing,anhing/XC176363.ogg,5.0,25.3864,-80.6203,birdclef-2025/train_audio/anhing/XC176363.ogg,Aves,17.8155
anhing,anhing/XC217748.ogg,4.0,25.3864,-80.6203,birdclef-2025/train_audio/anhing/XC217748.ogg,Aves,10.104
anhing,anhing/XC257260.ogg,5.0,-0.548,-76.041,birdclef-2025/train_audio/anhing/XC257260.ogg,Aves,14.91590625
anhing,anhing/XC413138.ogg,5.0,28.2267,-80.7645,birdclef-2025/train_audio/anhing/XC413138.ogg,Aves,6.456
anhing,anhing/XC438434.ogg,4.0,-9.5975,-55.9325,birdclef-2025/train_audio/anhing/XC438434.ogg,Aves,6.312
anhing,anhing/XC453045.ogg,4.0,28.5785,-80.9961,birdclef-2025/train_audio/anhing/XC453045.ogg,Aves,9.336
anhing,anhing/XC453046.ogg,4.0,28.5785,-80.9961,birdclef-2025/train_audio/anhing/XC453046.ogg,Aves,15.36
anhing,anhing/XC530669.ogg,4.0,17.5368,-101.4408,birdclef-2025/train_audio/anhing/XC530669.ogg,Aves,5.616
anhing,anhing/XC577780.ogg,4.0,27.9945,-81.8653,birdclef-2025/train_audio/anhing/XC577780.ogg,Aves,7.104
anhing,anhing/XC66138.ogg,4.0,30.462,-91.186,birdclef-2025/train_audio/anhing/XC66138.ogg,Aves,14.8114375
anhing,anhing/XC689444.ogg,4.0,1.4912,-75.6907,birdclef-2025/train_audio/anhing/XC689444.ogg,Aves,16.43103125
anhing,anhing/XC698309.ogg,5.0,26.5303,-81.8773,birdclef-2025/train_audio/anhing/XC698309.ogg,Aves,6.576
anhing,anhing/XC705558.ogg,5.0,25.9742,-81.5543,birdclef-2025/train_audio/anhing/XC705558.ogg,Aves,4.67590625
anhing,anhing/XC705559.ogg,5.0,25.9742,-81.5543,birdclef-2025/train_audio/anhing/XC705559.ogg,Aves,11.75509375
anhing,anhing/XC705561.ogg,5.0,25.9742,-81.5543,birdclef-2025/train_audio/anhing/XC705561.ogg,Aves,13.4791875
anhing,anhing/XC705562.ogg,5.0,25.9742,-81.5543,birdclef-2025/train_audio/anhing/XC705562.ogg,Aves,4.4930625
anhing,anhing/XC794838.ogg,4.0,-9.2856,-50.0142,birdclef-2025/train_audio/anhing/XC794838.ogg,Aves,11.20728125
anhing,anhing/XC898120.ogg,5.0,27.046,-82.3999,birdclef-2025/train_audio/anhing/XC898120.ogg,Aves,6.757375
anhing,anhing/XC898121.ogg,5.0,27.046,-82.3999,birdclef-2025/train_audio/anhing/XC898121.ogg,Aves,4.53515625
anhing,anhing/XC898229.ogg,5.0,27.046,-82.3999,birdclef-2025/train_audio/anhing/XC898229.ogg,Aves,5.8163125
anhing,anhing/XC898551.ogg,5.0,27.046,-82.3999,birdclef-2025/train_audio/anhing/XC898551.ogg,Aves,18.30384375
anhing,anhing/XC946024.ogg,4.0,3.5026,-76.3552,birdclef-2025/train_audio/anhing/XC946024.ogg,Aves,2.6296875
anhing,anhing/XC946025.ogg,4.0,3.5026,-76.3552,birdclef-2025/train_audio/anhing/XC946025.ogg,Aves,3.42203125
anhing,anhing/XC946304.ogg,4.0,3.5026,-76.3552,birdclef-2025/train_audio/anhing/XC946304.ogg,Aves,2.9290625
anhing,anhing/XC946305.ogg,4.0,3.5026,-76.3552,birdclef-2025/train_audio/anhing/XC946305.ogg,Aves,2.90184375
babwar,babwar/XC134742.ogg,4.0,40.8344,-75.4578,birdclef-2025/train_audio/babwar/XC134742.ogg,Aves,6.84409375
babwar,babwar/XC184372.ogg,4.0,40.098,-75.0722,birdclef-2025/train_audio/babwar/XC184372.ogg,Aves,7.44490625
babwar,babwar/XC188543.ogg,4.0,58.9758,-123.1714,birdclef-2025/train_audio/babwar/XC188543.ogg,Aves,8.15021875
babwar,babwar/XC316453.ogg,4.0,41.8217,-88.0513,birdclef-2025/train_audio/babwar/XC316453.ogg,Aves,2.481625
babwar,babwar/XC366705.ogg,5.0,36.839,-84.3452,birdclef-2025/train_audio/babwar/XC366705.ogg,Aves,8.07184375
babwar,babwar/XC454404.ogg,4.0,8.9945,-79.5461,birdclef-2025/train_audio/babwar/XC454404.ogg,Aves,6.06040625
babwar,babwar/XC473602.ogg,4.0,40.43,-79.9148,birdclef-2025/train_audio/babwar/XC473602.ogg,Aves,2.6645
babwar,babwar/XC703595.ogg,4.0,44.1347,-78.4606,birdclef-2025/train_audio/babwar/XC703595.ogg,Aves,4.048
babwar,babwar/XC703598.ogg,4.0,44.1347,-78.4606,birdclef-2025/train_audio/babwar/XC703598.ogg,Aves,3.84
babwar,babwar/XC715331.ogg,4.0,45.4804,-63.903,birdclef-2025/train_audio/babwar/XC715331.ogg,Aves,19.095
babwar,babwar/XC808425.ogg,5.0,42.0478,-82.4753,birdclef-2025/train_audio/babwar/XC808425.ogg,Aves,6.19103125
babwar,babwar/XC910169.ogg,4.0,42.0428,-79.4455,birdclef-2025/train_audio/babwar/XC910169.ogg,Aves,17.85828125
babwar,babwar/XC917327.ogg,5.0,48.4917,-81.2177,birdclef-2025/train_audio/babwar/XC917327.ogg,Aves,18.06096875
banana,banana/XC113782.ogg,4.0,-20.8004,-42.8884,birdclef-2025/train_audio/banana/XC113782.ogg,Aves,5.95590625
banana,banana/XC116489.ogg,5.0,-2.3175,-78.1207,birdclef-2025/train_audio/banana/XC116489.ogg,Aves,19.56
banana,banana/XC118590.ogg,5.0,6.1132,-67.7137,birdclef-2025/train_audio/banana/XC118590.ogg,Aves,17.00571875
banana,banana/XC120824.ogg,5.0,-0.0523,-78.7764,birdclef-2025/train_audio/banana/XC120824.ogg,Aves,15.9346875
banana,banana/XC127164.ogg,5.0,-9.7326,-37.4351,birdclef-2025/train_audio/banana/XC127164.ogg,Aves,10.68409375
banana,banana/XC131595.ogg,5.0,8.6167,-80.1167,birdclef-2025/train_audio/banana/XC131595.ogg,Aves,6.456
banana,banana/XC140241.ogg,4.0,24.187,-77.622,birdclef-2025/train_audio/banana/XC140241.ogg,Aves,17.1363125
banana,banana/XC147123.ogg,4.0,-31.2924,-51.0326,birdclef-2025/train_audio/banana/XC147123.ogg,Aves,14.7853125
banana,banana/XC147124.ogg,4.0,-31.2924,-51.0326,birdclef-2025/train_audio/banana/XC147124.ogg,Aves,9.79590625
banana,banana/XC151364.ogg,5.0,-15.355,-38.982,birdclef-2025/train_audio/banana/XC151364.ogg,Aves,2.74284375
banana,banana/XC175745.ogg,5.0,-28.9277,-49.6836,birdclef-2025/train_audio/banana/XC175745.ogg,Aves,16.5355
banana,banana/XC177791.ogg,5.0,-23.639,-46.619,birdclef-2025/train_audio/banana/XC177791.ogg,Aves,12.8
banana,banana/XC192713.ogg,5.0,-26.9862,-48.6476,birdclef-2025/train_audio/banana/XC192713.ogg,Aves,14.210625
banana,banana/XC199059.ogg,4.0,9.3484,-82.2553,birdclef-2025/train_audio/banana/XC199059.ogg,Aves,7.728
banana,banana/XC211367.ogg,4.0,18.2993,-76.8157,birdclef-2025/train_audio/banana/XC211367.ogg,Aves,1.358375
banana,banana/XC213286.ogg,5.0,19.8334,-70.7599,birdclef-2025/train_audio/banana/XC213286.ogg,Aves,10.7624375
banana,banana/XC214523.ogg,4.0,18.963,-69.692,birdclef-2025/train_audio/banana/XC214523.ogg,Aves,18.6
banana,banana/XC215533.ogg,4.0,17.6285,-63.2331,birdclef-2025/train_audio/banana/XC215533.ogg,Aves,19.2
banana,banana/XC215541.ogg,4.0,17.6301,-63.254,birdclef-2025/train_audio/banana/XC215541.ogg,Aves,6.81796875
banana,banana/XC262502.ogg,4.5,0.883,-78.8,birdclef-2025/train_audio/banana/XC262502.ogg,Aves,10.60571875
banana,banana/XC262503.ogg,4.5,0.883,-78.8,birdclef-2025/train_audio/banana/XC262503.ogg,Aves,13.5575625
banana,banana/XC262504.ogg,4.5,0.883,-78.8,birdclef-2025/train_audio/banana/XC262504.ogg,Aves,10.370625
banana,banana/XC262505.ogg,4.5,0.883,-78.8,birdclef-2025/train_audio/banana/XC262505.ogg,Aves,14.91590625
banana,banana/XC269287.ogg,4.0,-16.4456,-51.1201,birdclef-2025/train_audio/banana/XC269287.ogg,Aves,10.9191875
banana,banana/XC275597.ogg,5.0,0.75,-78.917,birdclef-2025/train_audio/banana/XC275597.ogg,Aves,16.35265625
banana,banana/XC275598.ogg,5.0,0.883,-78.8,birdclef-2025/train_audio/banana/XC275598.ogg,Aves,14.5763125
banana,banana/XC277006.ogg,4.0,25.3922,-76.5648,birdclef-2025/train_audio/banana/XC277006.ogg,Aves,15.024
banana,banana/XC28577.ogg,4.0,16.7812,-88.4587,birdclef-2025/train_audio/banana/XC28577.ogg,Aves,10.44896875
banana,banana/XC288954.ogg,5.0,-22.4508,-42.7735,birdclef-2025/train_audio/banana/XC288954.ogg,Aves,17.946125
banana,banana/XC303599.ogg,4.0,1.6996,-61.9189,birdclef-2025/train_audio/banana/XC303599.ogg,Aves,15.552
banana,banana/XC308451.ogg,4.0,18.426,-77.9419,birdclef-2025/train_audio/banana/XC308451.ogg,Aves,15.54284375
banana,banana/XC308452.ogg,5.0,18.426,-77.9419,birdclef-2025/train_audio/banana/XC308452.ogg,Aves,15.9869375
banana,banana/XC312360.ogg,4.0,11.006,-74.6834,birdclef-2025/train_audio/banana/XC312360.ogg,Aves,9.768
banana,banana/XC331386.ogg,4.0,10.4347,-84.7095,birdclef-2025/train_audio/banana/XC331386.ogg,Aves,6.0
banana,banana/XC331387.ogg,4.0,10.4347,-84.7095,birdclef-2025/train_audio/banana/XC331387.ogg,Aves,9.0
banana,banana/XC338406.ogg,4.0,9.832,-83.5639,birdclef-2025/train_audio/banana/XC338406.ogg,Aves,14.96815625
banana,banana/XC345364.ogg,4.0,-1.495,-48.308,birdclef-2025/train_audio/banana/XC345364.ogg,Aves,12.24
banana,banana/XC353176.ogg,4.0,11.006,-74.6834,birdclef-2025/train_audio/banana/XC353176.ogg,Aves,14.352
banana,banana/XC37645.ogg,5.0,-6.4847,-79.7543,birdclef-2025/train_audio/banana/XC37645.ogg,Aves,18.4946875
banana,banana/XC377218.ogg,4.0,-22.9429,-43.1784,birdclef-2025/train_audio/banana/XC377218.ogg,Aves,16.79675
banana,banana/XC387899.ogg,4.0,5.4092,-53.6773,birdclef-2025/train_audio/banana/XC387899.ogg,Aves,16.613875
banana,banana/XC411998.ogg,4.5,-16.274,-39.0353,birdclef-2025/train_audio/banana/XC411998.ogg,Aves,16.7445
banana,banana/XC417414.ogg,4.0,-9.9647,-47.5806,birdclef-2025/train_audio/banana/XC417414.ogg,Aves,16.37878125
banana,banana/XC422567.ogg,4.0,-17.7419,-39.4548,birdclef-2025/train_audio/banana/XC422567.ogg,Aves,3.528
banana,banana/XC428514.ogg,5.0,-22.8842,-48.4442,birdclef-2025/train_audio/banana/XC428514.ogg,Aves,9.9
banana,banana/XC4311.ogg,4.0,-24.0171,-47.8104,birdclef-2025/train_audio/banana/XC4311.ogg,Aves,18.12896875
banana,banana/XC466225.ogg,5.0,-23.9152,-46.321,birdclef-2025/train_audio/banana/XC466225.ogg,Aves,13.4269375
banana,banana/XC46631.ogg,5.0,18.2609,-65.7967,birdclef-2025/train_audio/banana/XC46631.ogg,Aves,10.266125
banana,banana/XC46763.ogg,4.0,9.1667,-79.4001,birdclef-2025/train_audio/banana/XC46763.ogg,Aves,6.34775
banana,banana/XC469261.ogg,5.0,-25.2401,-48.759,birdclef-2025/train_audio/banana/XC469261.ogg,Aves,12.59103125
banana,banana/XC490740.ogg,5.0,-22.8842,-48.4442,birdclef-2025/train_audio/banana/XC490740.ogg,Aves,13.9755
banana,banana/XC495667.ogg,5.0,13.072,-59.5772,birdclef-2025/train_audio/banana/XC495667.ogg,Aves,15.384
banana,banana/XC495668.ogg,5.0,13.159,-59.6373,birdclef-2025/train_audio/banana/XC495668.ogg,Aves,12.936
banana,banana/XC495669.ogg,5.0,13.1593,-59.6337,birdclef-2025/train_audio/banana/XC495669.ogg,Aves,18.84
banana,banana/XC520818.ogg,4.0,0.0742,-72.4514,birdclef-2025/train_audio/banana/XC520818.ogg,Aves,12.3036875
banana,banana/XC520820.ogg,4.0,0.0742,-72.4514,birdclef-2025/train_audio/banana/XC520820.ogg,Aves,15.9869375
banana,banana/XC520823.ogg,4.0,0.5292,-72.6306,birdclef-2025/train_audio/banana/XC520823.ogg,Aves,10.9191875
banana,banana/XC541448.ogg,5.0,4.4271,-75.2152,birdclef-2025/train_audio/banana/XC541448.ogg,Aves,17.544
banana,banana/XC561261.ogg,5.0,8.685,-83.6679,birdclef-2025/train_audio/banana/XC561261.ogg,Aves,3.526
banana,banana/XC589670.ogg,5.0,2.1869,-75.5584,birdclef-2025/train_audio/banana/XC589670.ogg,Aves,17.73715625
banana,banana/XC59515.ogg,4.0,8.9378,-79.5528,birdclef-2025/train_audio/banana/XC59515.ogg,Aves,15.8563125
banana,banana/XC622477.ogg,5.0,2.1869,-75.5584,birdclef-2025/train_audio/banana/XC622477.ogg,Aves,16.92734375
banana,banana/XC659497.ogg,4.0,-14.134,-47.514,birdclef-2025/train_audio/banana/XC659497.ogg,Aves,18.36409375
banana,banana/XC690554.ogg,4.0,10.437,-84.7093,birdclef-2025/train_audio/banana/XC690554.ogg,Aves,12.8
banana,banana/XC696962.ogg,4.0,-10.3508,-38.9426,birdclef-2025/train_audio/banana/XC696962.ogg,Aves,6.530625
banana,banana/XC700790.ogg,4.5,-16.1052,-49.5365,birdclef-2025/train_audio/banana/XC700790.ogg,Aves,3.813875
banana,banana/XC706367.ogg,5.0,-0.63,-72.4173,birdclef-2025/train_audio/banana/XC706367.ogg,Aves,7.7845
banana,banana/XC706371.ogg,5.0,-0.63,-72.4173,birdclef-2025/train_audio/banana/XC706371.ogg,Aves,18.4163125
banana,banana/XC70807.ogg,4.0,-25.3334,-48.9001,birdclef-2025/train_audio/banana/XC70807.ogg,Aves,8.51590625
banana,banana/XC708078.ogg,4.5,-16.631,-48.6674,birdclef-2025/train_audio/banana/XC708078.ogg,Aves,12.56490625
banana,banana/XC752863.ogg,4.0,-16.4456,-51.1201,birdclef-2025/train_audio/banana/XC752863.ogg,Aves,15.51675
banana,banana/XC768806.ogg,5.0,-6.561,-47.4611,birdclef-2025/train_audio/banana/XC768806.ogg,Aves,6.11265625
banana,banana/XC771681.ogg,4.0,4.7816,-75.7321,birdclef-2025/train_audio/banana/XC771681.ogg,Aves,17.65878125
